u,v,color
3259,3698,0
3259,1130,0
3259,2687,0
3259,1134,0
3698,3821,0
3698,3822,0
3698,2687,0
3698,3825,0
1130,1123,0
1130,2680,0
1130,1128,0
1130,2684,0
1130,2687,0
1130,1134,0
1130,1575,0
1130,2694,0
2687,5483,0
2687,5484,0
2687,3821,0
2687,3126,0
2687,3825,0
2687,1134,0
2687,5485,0
2687,3802,0
1134,1123,0
1134,2680,0
1134,1128,0
1134,2684,0
1134,1575,0
1134,2694,0
3802,3745,0
3802,3746,0
5549,5550,0
5549,3420,0
5549,2059,0
5549,2091,0
5549,2061,0
5549,2092,0
5549,5551,0
5549,5552,0
5549,5553,0
5549,2093,0
5549,3421,0
5550,3420,0
5550,2091,0
5550,2092,0
5550,5551,0
5550,5552,0
5550,5553,0
5550,2093,0
5550,3421,0
3420,2092,0
3420,5551,0
3420,5552,0
3420,5553,0
3420,2093,0
3420,3421,0
3420,2091,0
2059,1,0
2059,2060,0
2059,2091,0
2059,2061,0
2059,2092,0
2059,5551,0
2059,2093,0
2091,2061,0
2091,2092,0
2091,5551,0
2091,5552,0
2091,5553,0
2091,2093,0
2091,3421,0
2061,2060,0
2061,2092,0
2061,5551,0
2061,2093,0
2092,5551,0
2092,5552,0
2092,5553,0
2092,2093,0
2092,3421,0
5551,5552,0
5551,5553,0
5551,2093,0
5551,3421,0
5552,5553,0
5552,2093,0
5552,3421,0
5553,2093,0
5553,3421,0
2093,3421,0
4949,1245,2,1,0
4949,1246,0,2,1
4949,4349,0,2,1
4949,1012,3,2,1,0
4949,1247,2,0,1
4949,1249,2,1,0
4949,1250,0,2,1
4949,4350,0,1,2
4949,1251,2,0,1
4949,4351,0,2,1
4949,843,2,1,0
1245,4956,2,1,0
1245,4349,1,2,0
1245,1012,1,0,2
1245,4350,0,1,2
1245,4351,1,2,0
1246,4349,0,2,1
1246,1012,0,2,1
1246,4956,1,2,0
1246,4350,1,2,0
1246,4351,1,2,0
4349,1012,1,2,0,3
4349,1247,2,1,0
4349,1249,1,2,0
4349,1250,1,2,0
4349,4350,0,2,1
4349,1251,2,0,1
4349,4351,0,1,2
1012,3242,2
1012,2381,0
1012,1247,1,2,0
1012,4956,2,3,0
1012,1249,0,2,1
1012,1250,2,1,0
1012,547,2,0,1
1012,4350,2,0,3,1
1012,3786,0
1012,1251,1,2,0
1012,4351,2,3,0,1
1012,2500,2
1247,4956,2,1,0
1247,4350,0,1,2
1247,4351,0,1,2
1249,4956,0,2,1
1249,4350,1,0,2
1249,4351,0,1,2
1250,4956,0,1,2
1250,4350,1,0,2
1250,4351,0,1,2
4350,1251,1,0,2
4350,4351,0,2,1
4350,843,0,1,2
1251,4956,0,2,1
1251,4351,0,2,1
4351,843,0,2,1
843,788,2,0
843,758,2,0
843,808,2,0
843,849,2,0
843,850,0,2
843,851,0,2
1,3,0,2
1,6,2,0
1,2060,0
2784,2792,0
3831,1768,0
3831,3836,0
3831,3838,0
3831,3839,0
3831,3840,0
3831,1769,0
3831,1770,0
3831,3843,0
3831,3846,0
3831,1740,0
3831,1741,0
3831,3849,0
1768,5442,0
1768,3836,0
1768,3838,0
1768,3840,0
1768,1769,0
1768,1770,0
1768,3843,0
1768,3846,0
1768,1740,0
1768,1741,0
1768,3847,0
1768,5498,0
1768,5431,0
1768,3849,0
1768,3850,0
788,5276,2,0,1
788,678,1,0,2
788,677,1,2,0
788,771,0,1,2
788,715,0,2,1
788,671,2,0
788,825,2,1,0
788,819,0,2
788,322,2,6,0,3,1
788,425,0,2,1
788,758,0,6,3,2,1
788,646,2,0
788,1383,0,2,1
788,808,1,0,2
788,659,2,1,0
788,851,0,2,1
788,850,2,1,0
788,693,0,1,2
788,753,1,0,2
788,117,0
788,685,2,0,1
788,988,0,2,1
788,839,2,1,0
788,681,0,2
788,680,2,1,0
5442,3838,0
5442,3839,0
5442,3840,0,1,2
5442,1769,0
5442,1770,0
5442,3843,0
5442,1740,1,2,0
5442,1741,0,2,1
5442,3847,1,2,0
5442,3849,0,1,2
5442,3850,0,1,2
3836,3838,0
3836,3839,0
3836,3840,0
3836,1769,0
3836,1770,0
3836,3843,0
3836,3846,0
3836,1740,0
3836,1741,0
3836,3849,0
3838,3839,0
3838,3840,0
3838,1769,0
3838,1770,0
3838,3843,0
3838,3846,0
3838,1740,0
3838,1741,0
3838,3849,0
3839,3840,0
3839,3846,0
3839,1740,0
3839,1741,0
3839,3847,0
3839,3849,0
3839,3850,0
3840,1769,0
3840,1770,0
3840,3843,0
3840,3846,0
3840,3847,0,1,2
3840,3849,0
3840,3850,1,2,0
1769,1770,0
1769,3843,0
1769,3846,0
1769,1740,0
1769,1741,0
1769,3847,0
1769,5498,0
1769,5431,0
1769,3849,0
1769,3850,0
1770,3843,0
1770,3846,0
1770,1740,0
1770,1741,0
1770,3847,0
1770,5498,0
1770,5431,0
1770,3849,0
1770,3850,0
3843,3846,0
3843,1740,0
3843,1741,0
3843,3847,0
3843,5498,0
3843,3849,0
3843,3850,0
3846,1740,0
3846,1741,0
3846,3849,0
1740,1741,0
1740,3847,2,0,1
1740,3849,0
1740,3850,2,1,0
1741,3847,1,0,2
1741,3849,0
1741,3850,0,1,2
3847,3849,0,2,1
5498,3850,0
3849,3850,0,1,2
849,5276,0,2,1
849,322,2,0,6,1,3
849,425,1,2,0
849,758,1,2,3,6,0
849,646,0,2
849,1383,1,0,2
849,808,2,0,1
849,659,0,2,1
849,819,0,2
849,825,0,2,1
849,671,2,0
849,715,0,2,1
849,771,1,2,0
849,677,2,0,1
849,678,1,2,0
849,680,0,1,2
849,681,2,0
849,839,2,0,1
849,988,2,1,0
849,685,2,0,1
849,117,0
849,753,0,1,2
849,693,0,1,2
849,850,0,2,1
849,851,0,1,2
5276,5119,1,0,2
5276,618,0,1,2
5276,875,1,0,2
5276,876,1,0,2
5276,420,2,0,1
5276,877,2,1,0
5276,728,2,1,0
5276,511,0,2,1
5276,421,1,0,2
5276,319,1,2,0
5276,3493,0,1,2
5276,512,0,2,1
5276,621,1,2,0
5276,3494,2,1,0
5276,446,1,0,2
5276,626,1,0,2
5276,627,0,2,1
5276,731,0,1,2
5276,628,0,2,1
5276,3495,1,0,2
5276,423,2,0,1
5276,633,2,1,0
5276,519,0,2,1
5276,322,1,0,2
5276,2101,2,0,1
5276,735,1,0,2
5276,736,2,0,1
5276,878,0,1,2
5276,425,2,0,1
5276,426,0,1,2
5276,521,1,0,2
5276,523,0,1,2
5276,427,1,2,0
5276,428,1,2,0
5276,738,2,0,1
5276,640,2,1,0
5276,641,2,0,1
5276,430,0,1,2
5276,526,2,0,1
5276,2103,0,1,2
5276,740,0,1,2
5276,459,1,0,2
5276,643,0,1,2
5276,1149,2
5276,880,0,2,1
5276,644,1,2,0
5276,434,2,0,1
5276,435,2,0,1
5276,5377,1,2,0
5276,646,0,2
5276,759,0,2,1
5276,881,1,0,2
5276,882,1,0,2
5276,647,2,1,0
5276,1150,2
5276,648,2,0
5276,650,0,1,2
5276,1383,0,2,1
5276,528,0,2,1
5276,529,2,0,1
5276,530,1,2,0
5276,652,1,0,2
5276,531,0,2,1
5276,883,0,1,2
5276,653,1,0,2
5276,329,1,2,0
5276,656,0,1,2
5276,884,1,0,2
5276,436,2,1,0
5276,860,2,1,0
5276,659,1,0,2
5276,885,0,2,1
5276,886,2,1,0
5276,437,0,1,2
5276,711,2,1,0
5276,350,2,0,1
5276,887,1,2,0
5276,538,2,1,0
5276,539,0,1,2
5276,541,2,0,1
5276,542,1,2,0
5276,439,1,2,0
5276,543,1,0,2
5276,1146,0,2
5276,440,0,2,1
5276,889,2,1,0
5276,666,2,1,0
5276,764,1,0,2
5276,441,1,0,2
5276,890,0,2,1
5276,442,0,2,1
5276,891,0,2,1
5276,671,0,2
5276,1147,2
5276,443,0,2,1
5276,1148,0
5276,892,1,0,2
5276,715,2,0,1
5276,676,2,0,1
5276,893,0,1,2
5276,894,0,1,2
5276,771,1,2,0
5276,677,2,1,0
5276,678,2,1,0
5276,895,1,0,2
5276,680,1,2,0
5276,312,1,0,2
5276,553,2,1,0
5276,455,2
5276,681,2,0
5276,555,0,1,2
5276,684,1,2,0
5276,988,2,0,1
5276,685,1,2,0
5276,686,1,2,0
5276,688,0,2,1
5276,556,1,2,0
5276,317,0,2,1
5276,558,1,2,0
5276,559,1,0,2
5276,445,0,1,2
5276,448,1,0,2
5276,753,0,2,1
5276,896,1,0,2
5276,5120,1,0,2
5276,563,2,1,0
5276,693,1,0,2
5276,694,0,2,1
5119,456,0,1,2
5119,2812,1,0,2
5119,319,2,1,0
5119,1123,0
5119,446,3,2,1,0
5119,628,1,2,0
5119,2098,2,1,0
5119,3011,0,1,2
5119,322,2,0,1
5119,2100,2,0,1
5119,2101,1,0,2
5119,736,0,1,2
5119,1127,0
5119,426,1,2,0
5119,2103,2,0,1
5119,1128,0
5119,396,2,0
5119,741,0,1,2
5119,647,0,2,1
5119,2105,2,0,1
5119,1383,1,0,2
5119,3322,0
5119,808,1,2,0
5119,5135,0
5119,1064,0
5119,1978,0
5119,659,1,0,2
5119,711,2,0,1
5119,1066,0
5119,1623,0
5119,3324,0
5119,5554,0
5119,1320,0
5119,2111,1,0,2
5119,3020,1,0,2
5119,3326,0
5119,1980,0
5119,1626,0
5119,1322,0
5119,1982,0
5119,751,1,2,0
5119,1629,0
5119,5120,0
5119,850,1,0,2
5119,851,0,2,1
618,875,0,1,2
618,876,1,0,2
618,420,1,2,0
618,877,2,0,1
618,456,1,0,2
618,728,2,0,1
618,511,1,2,0
618,421,2,0,1
618,319,2,1,0
618,512,0,1,2
618,621,2,0,1
618,624,2,0
618,627,2,0,1
618,628,0,1,2
618,258,2,0
618,423,1,2,0
618,633,1,2,0
618,519,1,0,2
618,2101,2,0,1
618,735,0,2,1
618,736,0,1,2
618,878,0,1,2
618,426,1,0,2
618,521,0,1,2
618,523,0,2,1
618,427,2,1,0
618,428,2,0,1
618,737,1,0,2
618,758,0,1,2
618,526,0,1,2
618,2103,1,0,2
618,459,0,2,1
618,643,2,0,1
618,880,1,2,0
618,644,1,0,2
618,434,0,2,1
618,741,1,0,2
618,435,2,1,0
618,646,2,0
618,759,1,0,2
618,881,1,0,2
618,882,1,0,2
618,648,2,0
618,273,0,2
618,650,0,2,1
618,528,1,0,2
618,529,1,0,2
618,742,0,2,1
618,530,2,0,1
618,652,2,0,1
618,531,0,2,1
618,883,0,1,2
618,653,0,2,1
618,277,0,2
618,329,2,0,1
618,744,0,2,1
618,656,1,0,2
618,884,2,0,1
618,436,2,0,1
618,860,2,1,0
618,659,2,0,1
618,885,0,2,1
618,886,2,1,0
618,437,0,2,1
618,350,1,0,2
618,887,2,0,1
618,538,1,0,2
618,539,0,1,2
618,541,0,1,2
618,542,0,2,1
618,439,1,2,0
618,543,1,0,2
618,1146,2,0
618,889,2,0,1
618,666,2,1,0
618,441,0,2,1
618,890,1,2,0
618,668,0,1,2
618,442,0,2,1
618,746,0,2,1
618,891,0,2,1
618,747,1,2,0
618,671,2,0
618,443,1,0,2
618,892,0,2,1
618,715,0,1,2
618,676,1,0,2
618,749,2,1,0
618,893,2,1,0
618,894,1,2,0
618,677,0,2,1
618,678,1,0,2
618,895,2,0,1
618,680,0,2,1
618,312,0,1,2
618,553,1,2,0
618,455,2
618,681,0,2
618,555,1,2,0
618,684,2,0,1
618,685,0,2,1
618,686,2,0,1
618,688,2,0,1
618,556,2,1,0
618,317,0,1,2
618,558,1,2,0
618,752,2,1,0
618,559,1,0,2
618,289,0,2
618,753,0,1,2
618,896,2,0,1
618,563,2,0,1
618,693,1,2,0
618,694,0,1,2
875,728,0,2,1
875,627,1,0,2
875,628,2,1,0
875,732,0,1,2
875,633,2,1,0
875,735,1,2,0
875,736,1,2,0
875,2361,0
875,2830,0
875,738,2,1,0
875,644,1,2,0
875,5377,2,1,0
875,759,1,0,2
875,647,2,0
875,648,0,2
875,273,2,0
875,650,2,1,0
875,1383,1,0,2
875,2106,0,2,1
875,656,1,0,2
875,659,0,2,1
875,711,1,2,0
875,350,1,0,2
875,5349,0
875,727,2,1,0
875,1146,0,2
875,764,1,2,0
875,667,0,2,1
875,2365,0
875,715,1,0,2
875,680,1,0,2
875,5348,0
875,455,0
875,1398,2,0,1
875,684,2,1,0
875,686,1,2,0
875,688,2,1,0
875,751,1,0,2
875,753,0,1,2
876,728,1,0,2
876,627,0,2,1
876,628,1,0,2
876,732,0,1,2
876,633,2,1,0
876,735,1,0,2
876,736,0,1,2
876,2361,0
876,2830,0
876,738,2,1,0
876,644,0,1,2
876,5377,1,0,2
876,759,1,0,2
876,647,0,2
876,648,0,2
876,273,0,2
876,650,2,0,1
876,1383,0,1,2
876,2106,0,2,1
876,656,2,1,0
876,659,1,0,2
876,711,0,1,2
876,350,0,1,2
876,5349,0
876,727,2,1,0
876,1146,0,2
876,764,2,0,1
876,667,1,0,2
876,2365,0
876,715,2,0,1
876,680,1,0,2
876,5348,0
876,455,0
876,1398,1,0,2
876,684,0,2,1
876,686,0,2,1
876,688,1,0,2
876,751,2,1,0
876,753,2,1,0
420,5297,2,0,1
420,456,1,0,2
420,318,0,2,1
420,728,1,0,2
420,511,0,1,2
420,319,0,1,2
420,621,1,0,2
420,386,2,0
420,624,2,0
420,2738,0
420,626,2,0
420,627,2,0,1
420,731,1,2,0
420,628,2,1,0
420,633,2,1,0
420,519,1,0,2
420,322,0,1,2
420,735,1,0,2
420,736,1,2,0
420,323,2,0,1
420,737,0,2,1
420,391,1
420,738,1,2,0
420,640,2,0
420,641,0,2
420,430,3,1,0,2
420,740,0,1,2
420,459,1,0,2
420,643,1,0,2
420,1149,0
420,644,1,0,2
420,432,0,2
420,1142,0
420,646,0,2
420,759,0,1,2
420,647,1,0,2
420,3161,1,3,0,2
420,1150,0
420,648,0,2
420,650,2,1,0
420,528,1,0,2
420,529,0,2
420,1267,2,0
420,742,0,1,2
420,898,0,1,2
420,652,2,1,0
420,3162,0,3,1,2
420,2106,2,1,0
420,653,2,1,0
420,744,2,1,0
420,656,1,2,0
420,5307,2,0,1
420,659,0,1,2
420,350,0,2,1
420,727,1,0,2
420,541,0,2,1
420,1146,0,2
420,440,0,1,2,3
420,764,1,0,2
420,667,1,0,2
420,668,0,2
420,746,0,1,2
420,336,0,2,1
420,747,2,1,0
420,671,0,2
420,1147,0
420,5310,2,1,0
420,748,1,2,0
420,715,2,1,0
420,749,0,2,1
420,771,1,2,0
420,677,0,2,1
420,678,0,2,1
420,899,1,2,0
420,680,2,1,0
420,312,0,1,2
420,553,1,0,2
420,455,0,2
420,681,0,2
420,2115,0
420,3165,3,2,1,0
420,555,2,0,1
420,684,2,1,0
420,1139,0,2,1
420,685,0,2,1
420,686,0,2,1
420,688,2,1,0
420,556,0,2
420,317,2,0,1
420,340,2,0,1
420,3300,0,2
420,752,2,1,0
420,445,3,2,0,1
420,753,0,2,1
420,693,1,2,0
877,728,0,1,2
877,627,2,0,1
877,628,1,2,0
877,732,2,0,1
877,633,2,1,0
877,735,2,1,0
877,736,1,2,0
877,2361,0
877,2830,0
877,738,2,0,1
877,644,0,2,1
877,5377,1,2,0
877,759,1,0,2
877,647,0,2
877,648,0,2
877,273,0,2
877,650,0,2,1
877,1383,0,2,1
877,2106,1,0,2
877,656,0,1,2
877,659,2,1,0
877,711,1,0,2
877,350,0,1,2
877,5349,0
877,727,1,0,2
877,1146,2,0
877,764,2,0,1
877,667,1,0,2
877,2365,0
877,715,0,1,2
877,680,2,0,1
877,5348,0
877,455,0
877,1398,1,2,0
877,684,0,1,2
877,686,2,1,0
877,688,2,0,1
877,751,1,0,2
877,753,0,1,2
728,5468,0,2
728,511,2,0,1
728,421,0,2,1
728,512,1,0,2
728,621,0,2,1
728,624,2,0
728,626,0,2,1
728,627,2,0,1
728,628,0,2,1
728,423,0,1,2
728,633,1,2,0
728,519,1,2,0
728,735,1,2,0
728,736,0,2,1
728,878,2,1,0
728,521,0,1,2
728,523,2,1,0
728,427,1,2,0
728,428,1,2,0
728,737,0,1,2
728,758,2,1,0
728,738,1,2,0
728,640,0,1,2
728,641,1,2,0
728,430,2,0,1
728,526,1,2,0
728,459,2,1,0
728,643,1,0,2
728,880,1,2,0
728,644,0,2,1
728,434,2,1,0
728,435,0,2,1
728,881,0,1,2
728,882,0,1,2
728,647,0,2,1
728,650,1,2,0
728,528,0,1,2
728,529,0,2,1
728,742,0,2,1
728,530,2,1,0
728,652,1,2,0
728,531,2,1,0
728,883,1,2,0
728,653,2,1,0
728,329,0,2,1
728,744,0,1,2
728,656,0,2,1
728,884,1,0,2
728,436,0,1,2
728,860,2,0,1
728,885,2,1,0
728,886,2,0,1
728,437,2,0,1
728,350,2,1,0
728,887,1,0,2
728,538,1,2,0
728,539,1,2,0
728,541,2,1,0
728,542,2,0,1
728,439,1,0,2
728,543,0,2,1
728,1146,2,0
728,440,1,2,0
728,889,0,2,1
728,666,0,2,1
728,764,1,0,2
728,441,2,0,1
728,890,0,2,1
728,442,0,2,1
728,746,1,0,2
728,891,0,2,1
728,747,2,1,0
728,443,0,1,2
728,1148,0
728,892,2,1,0
728,715,1,0,2
728,676,1,2,0
728,749,2,0,1
728,893,1,2,0
728,894,0,1,2
728,677,1,0,2
728,678,2,0,1
728,895,2,0,1
728,680,2,0,1
728,312,0,2,1
728,553,1,0,2
728,455,2
728,555,0,1,2
728,684,2,1,0
728,685,2,1,0
728,686,2,0,1
728,688,0,2,1
728,556,0,1,2
728,317,2,0,1
728,558,0,1,2
728,751,2,0,1
728,752,1,2,0
728,559,1,0,2
728,445,0,2,1
728,289,2,0
728,753,2,0,1
728,896,2,1,0
728,563,1,0,2
728,693,1,2,0
728,694,0,2,1
511,421,2,0,1
511,621,0,2,1
511,627,1,2,0
511,628,1,0,2
511,258,0,2
511,423,0,1,2
511,633,2,0,1
511,519,0,1,2
511,735,0,2,1
511,736,2,0,1
511,427,0,1,2
511,428,0,1,2
511,738,1,2,0
511,430,2,1,0
511,459,1,2,0
511,643,2,1,0
511,644,0,1,2
511,434,1,2,0
511,435,2,0,1
511,646,0,2
511,648,2,0
511,273,0,2
511,650,0,2,1
511,529,2,0
511,277,2,0
511,329,0,1,2
511,656,0,2,1
511,436,1,2,0
511,659,1,0,2
511,437,1,0,2
511,450,0
511,350,0,2,1
511,439,2,1,0
511,1146,2,0
511,440,1,2,0
511,334,2
511,764,1,0,2
511,441,0,2,1
511,668,0,2
511,442,0,2,1
511,671,2,0
511,443,2,1,0
511,715,0,2,1
511,677,2,1,0
511,678,2,1,0
511,680,0,1,2
511,312,2,1,0
511,553,0,2,1
511,455,2
511,681,2,0
511,684,1,0,2
511,685,1,2,0
511,686,1,2,0
511,688,2,0,1
511,556,0,2
511,317,2,1,0
511,341,2
511,445,1,0,2
511,289,2,0
511,753,2,1,0
511,693,1,2,0
421,5297,0,1,2
421,456,0,1,2
421,318,0,1,2
421,319,2,1,0
421,621,1,0,2
421,386,0,2
421,624,0,2
421,2738,0
421,626,2,0
421,627,1,0,2
421,731,2,1,0
421,628,2,1,0
421,633,0,2,1
421,519,0,1,2
421,322,0,2,1
421,735,1,0,2
421,736,0,2,1
421,323,2,0,1
421,737,1,0,2
421,391,1
421,738,1,2,0
421,640,0,2
421,641,0,2
421,430,3,1,0,2
421,740,1,2,0
421,459,0,2,1
421,643,2,0,1
421,1149,0
421,644,1,2,0
421,432,0,2
421,1142,0
421,646,2,0
421,759,0,2,1
421,647,2,1,0
421,3161,1,3,0,2
421,1150,0
421,648,0,2
421,650,1,2,0
421,528,0,2,1
421,529,2,0
421,742,2,0,1
421,898,2,1,0
421,652,0,2,1
421,3162,3,0,2,1
421,2106,0,2,1
421,653,1,2,0
421,744,2,0,1
421,656,0,1,2
421,5307,2,1,0
421,659,2,1,0
421,350,0,2,1
421,727,0,2,1
421,541,1,2,0
421,1146,0,2
421,440,3,1,0,2
421,764,0,1,2
421,667,2,1,0
421,668,0,2
421,746,0,2,1
421,336,0,1,2
421,747,0,2,1
421,671,0,2
421,1147,0
421,5310,0,2,1
421,748,1,2,0
421,715,1,2,0
421,749,2,0,1
421,771,1,0,2
421,677,2,0,1
421,678,0,2,1
421,899,1,0,2
421,680,0,2,1
421,312,2,1,0
421,553,0,2,1
421,455,0,2
421,681,2,0
421,2115,0
421,3165,1,0,3,2
421,555,1,2,0
421,684,0,1,2
421,1139,0,2,1
421,685,1,0,2
421,686,1,0,2
421,688,2,1,0
421,556,2,0
421,317,2,1,0
421,340,0,1,2
421,752,1,2,0
421,445,2,0,1,3
421,753,0,1,2
421,693,2,1,0
319,5297,2,1,0
319,5298,1,0,2,3
319,456,0,1,2
319,318,3,2,0,1
319,5301,3,0,1,2
319,422,0,1,2
319,621,1,2,0
319,386,1,0,2
319,624,2,0
319,626,0,1,2
319,627,0,1,2
319,731,0,1,2
319,628,2,0,1
319,258,0,2
319,423,2,0,1
319,633,1,2,0
319,322,0,1,3,6,2
319,735,1,0,2
319,736,1,2,0
319,425,1,2,0
319,323,1,3,2,0
319,427,2,0,1
319,428,0,2,1
319,737,0,2,1
319,758,0,2,6,1,3
319,640,2,1,0
319,641,2,1,0
319,430,1,2,0
319,740,1,2,0
319,459,2,1,0
319,643,1,2,0
319,5304,2,1,0,3
319,1149,2
319,644,0,1,2
319,396,0,1,2
319,432,1,0,2
319,1142,0
319,434,2,0,1
319,435,2,0,1
319,646,2,0
319,647,1,2,0
319,1150,2
319,648,2,0
319,650,0,1,2
319,529,2,0,1
319,742,1,2,0
319,652,0,2,1
319,2106,1,2,0
319,653,2,0,1
319,808,2,1,0
319,278,0,2
319,329,1,2,0
319,744,0,1,2
319,656,0,1,2
319,436,2,0,1
319,5307,1,2,0
319,5308,3,1,2,0
319,659,2,1,0
319,437,2,1,0
319,350,2,0,1
319,439,2,1,0
319,440,1,2,0
319,666,0,2,1
319,5309,0,3,2,1
319,764,0,1,2
319,441,2,1,0
319,668,2,1,0
319,442,2,1,0
319,746,1,2,0
319,336,0,3,1,2
319,747,1,2,0
319,671,0,2
319,1147,2
319,443,1,0,2
319,5310,1,0,2
319,1204,2,1,3,0
319,1205,3,1,0,2
319,715,1,2,0
319,676,1,0,2
319,749,2,0,1
319,771,0,1,2
319,677,0,1,2
319,678,0,2,1
319,680,2,0,1
319,312,0,2,1
319,455,2,0,1
319,681,2,0
319,2115,0
319,684,1,0,2
319,5313,0,2,1,3
319,685,0,1,2
319,688,2,0,1
319,556,1,2,0
319,317,0,1,2
319,340,0
319,751,1,2,0
319,752,2,1,0
319,445,0,2,1
319,753,2,0,1
319,5120,2,1,0
319,693,1,2,0
319,694,0,1,2
3493,5297,0,1,2
3493,624,2,0
3493,626,0,1,2
3493,731,2,0,1
3493,732,0,2,1
3493,737,2,1,0
3493,640,2,0,1
3493,641,1,2,0
3493,430,0,2,1
3493,740,0,2,1
3493,459,1,0,2
3493,1149,2,0
3493,5377,1,0,2
3493,1150,0,2
3493,273,0,2
3493,742,1,2,0
3493,744,1,0,2
3493,711,2,1,0
3493,440,2,0,1
3493,668,0,2
3493,746,1,0,2
3493,747,0,2,1
3493,1147,2,0
3493,749,1,2,0
3493,771,0,1,2
3493,680,0,1,2
3493,312,0,2,1
3493,317,0,2,1
3493,752,0,2,1
3493,445,0,2,1
512,446,0,1,2
512,627,0,2,1
512,633,1,0,2
512,735,1,2,0
512,736,0,1,2
512,738,1,2,0
512,644,2,1,0
512,273,0
512,650,1,0,2
512,656,0,1,2
512,659,1,0,2
512,450,0
512,350,1,0,2
512,1146,0,2
512,715,2,0,1
512,680,1,0,2
512,684,0,1,2
512,686,1,2,0
512,688,2,1,0
512,753,2,1,0
621,1732,0
621,624,2,0
621,626,0,2,1
621,627,1,2,0
621,731,2,1,0
621,628,2,0,1
621,258,2,0
621,732,1,0,2
621,423,1,0,2
621,633,0,2,1
621,519,0,2,1
621,322,0,2,1
621,2101,0,1,2
621,735,2,0,1
621,736,1,2,0
621,521,1,0,2
621,523,2,1,0
621,427,1,2,0
621,428,0,2,1
621,737,2,0,1,3
621,738,1,0,2
621,640,0,1,2
621,641,1,0,2
621,430,0,1,2
621,526,2,1,0
621,2103,2,0,1
621,740,2,1,0
621,459,2,0,1
621,1149,0,2
621,644,2,1,0
621,1142,0
621,434,2,1,0
621,435,0,1,2
621,646,2,0
621,647,0,2,1
621,1150,0,2
621,648,2,0
621,273,2,0
621,650,2,1,0
621,1383,0,2,1
621,528,2,1,0
621,529,2,0
621,742,0,2,1,3
621,652,0,1,2
621,531,1,0,2
621,653,0,2,1
621,277,2,0
621,329,0,1,2
621,744,3,1,2,0
621,656,2,1,0
621,436,2,0,1
621,659,1,0,2
621,437,2,0,1
621,350,0,1,2
621,541,0,2,1
621,542,1,0,2
621,439,2,1,0
621,543,2,0,1
621,1146,0,2
621,440,2,0,1
621,764,2,0,1
621,441,1,2,0
621,668,0,2
621,442,2,0,1
621,746,2,1,3,0
621,671,2,0
621,1147,0,2
621,443,0,1,2
621,1148,0
621,715,0,2,1
621,749,0,2,1,3
621,677,1,0,2
621,678,1,0,2
621,680,0,1,2
621,312,1,2,0
621,553,1,0,2
621,455,2
621,681,2,0
621,2115,0
621,3728,0
621,555,2,0,1
621,684,0,2,1
621,685,1,2,0
621,686,1,0,2
621,688,1,0,2
621,556,2,0
621,317,2,1,0
621,751,0,2,1
621,752,3,2,0,1
621,559,0,2,1
621,445,0,1,2
621,289,2,0
621,753,1,0,2
621,563,1,0,2
621,693,2,0,1
3494,624,2,0
3494,626,0,1,2
3494,731,2,1,0
3494,732,2,0,1
3494,737,1,0,2
3494,640,0,2,1
3494,641,0,2,1
3494,430,0,2,1
3494,740,0,2,1
3494,459,0,2,1
3494,1149,0,2
3494,5377,2,0,1
3494,1150,2,0
3494,273,0,2
3494,742,2,1,0
3494,744,2,1,0
3494,711,0,2,1
3494,440,2,0,1
3494,746,1,2,0
3494,747,1,0,2
3494,1147,2,0
3494,749,2,0,1
3494,771,2,0,1
3494,680,0,1,2
3494,312,0,2,1
3494,317,0,1,2
3494,752,0,1,2
3494,445,0,1,2
446,5297,1,0,2
446,456,1,2,0
446,2812,1,0,2
446,620,0,1,2
446,627,2,1,0
446,731,0,1,2
446,2098,0,2,1
446,633,1,2,0
446,3011,0,2,1
446,322,0,1,2
446,2100,0,1,2
446,2101,2,1,0
446,735,1,2,0
446,736,1,0,2
446,3295,0,2,1
446,425,3,2,1,0
446,426,1,2,4,0
446,636,1,2,0
446,737,1,2,0
446,391,3
446,738,0,1,2
446,2103,1,2,0
446,740,2,0,1
446,396,2,0
446,432,2,0
446,741,2,0,1
446,5377,1,2,0
446,648,2
446,649,0,1,2
446,2105,2,1,0
446,1383,1,2,0
446,742,1,2,0
446,808,2,0,1
446,329,0,1,2
446,744,2,1,0
446,659,1,0,2
446,711,2,1,0
446,666,2,0,1
446,2110,1,0,2
446,668,0,1,2
446,746,1,2,0
446,2111,2,1,0
446,3020,2,1,0
446,5310,0,1,2
446,676,1,0,2
446,749,2,0,1
446,3296,1,2,0
446,771,0,1,2,3
446,677,1,2,0
446,678,1,0,2
446,680,2,1,0
446,455,0,2
446,683,0,1,2
446,685,1,0,2
446,752,0,2,1
446,448,0,2,1
446,753,1,0,2
446,5120,1,3,2,0
446,693,0,2,1
446,850,2,1,0
446,851,0,2,1
446,694,2,0,1
626,5297,0,2,1
626,624,2,0
626,627,1,2,0
626,731,0,2
626,628,0,2,1
626,3495,2,0,1
626,732,0,1,2
626,423,2,0
626,633,0,1,2
626,322,0,2,1
626,735,0,2,1
626,736,0,1,2
626,427,0,2
626,428,2,0
626,737,2,0
626,739,1,0,2
626,430,1,2,0
626,740,2,0
626,459,2,1,0
626,643,2,1,0
626,644,0,1,2
626,1142,0
626,434,2,0
626,435,2,0
626,647,2,0,1
626,742,2,0
